participantID,filetype,filename
USA_1499181704636,USA_1499181704636_distraction_0,../../../private/StoryTransmission/distractionTask/84a280e111375235a875a38400ef6f46.csv
USA_1499181704636,usa_1499181704636_usa_highp_taka_1.mp3,../../../private/StoryTransmission/recordings/REC130f2d0444244ddae4673a9e2edbb118.mp3
